User ID,name,Gender,Age,EstimatedSalary,Purchased
10649,Tammy Hanna,Female,49,115061,1
10650,Tyler Myers,Female,49,102712,1
10651,Ann Howell,Female,49,88874,1
10652,Gregory Jackson,Female,59,128730,0
10653,Karen Lopez,Female,27,95216,0
10654,Kristen Smith,Male,45,124406,0
10655,Natasha Tran,Female,58,137983,1
10656,Karen Wallace,Male,50,58284,1
10657,James Fisher,Male,43,139537,0
10658,Roger Nguyen,Female,59,145548,1
10659,Erica Thompson,Female,47,34252,1
10660,Tim Pittman,Female,46,139426,0
10661,Nicholas Martinez,Female,28,125252,0
10662,Stephanie Walker,Female,48,115583,1
10663,Andrea Robertson,Male,29,103430,1
10664,Alexander Melton,Female,56,135345,0
10665,Shelley Lewis,Male,49,123996,0
10666,Christian Carroll,Male,22,71794,1
10667,Perry Sanchez,Male,25,88286,0
10668,Wendy Roberts,Female,48,144729,0
10669,Maurice Boyd,Female,56,107050,0
10670,Victor Moore,Male,29,80254,0
10671,Gary Cooper,Male,45,70753,0
10672,Robert Kaufman,Male,55,92552,1
10673,Victoria Moore,Male,49,64516,1
10674,William Martinez,Female,50,8768,1
10675,Vincent Baldwin,Male,47,17848,0
10676,Kelly Salinas,Female,42,72859,1
10677,Victoria Stokes,Male,35,77167,0
10678,Amanda Hood,Female,43,15327,1
10679,Samuel Hicks,Male,56,149581,0
10680,Oscar Harris,Male,43,83117,0
10681,James Palmer,Male,47,114782,1
10682,Brittany Livingston,Female,21,79728,1
10683,Kristina Cole,Male,27,104912,1
10684,Elizabeth Martin,Female,35,44701,1
10685,Jennifer Farley,Male,28,74525,0
10686,Joseph Bennett,Female,48,148711,1
10687,Brenda Harris,Male,56,24540,1
10688,Amanda Walsh,Male,24,57781,0
10689,Brian Roberts,Female,26,41131,1
10690,Stephanie Murray,Male,38,123917,1
10691,Amanda Fields,Female,22,58955,1
10692,Brandi Williams,Female,37,61705,0
10693,Isaac Bridges,Female,24,144876,0
10694,Jason Mclean,Male,25,138529,0
10695,Kaylee Aguilar,Male,29,58588,-1
10696,Amanda Chang,Male,31,60645,1
10697,Mary Rice,Male,57,81443,0
10698,Kathy Schmidt,Female,57,133783,0
10699,Margaret Crawford,Male,54,108224,1
10700,Blake Clark,Male,35,43761,0
10701,Norma Foster,Male,32,127526,1
10702,Donna Rodgers,Female,37,50236,0
10703,Tiffany Schroeder,Male,29,143935,0
10704,Samuel Lambert,Female,52,123421,1
10705,Bradley Tucker,Male,41,96337,0
10706,Lisa Diaz,Female,47,34186,0
10707,Scott Garcia,Female,47,59285,0
10708,Emily Nguyen,Male,30,21005,1
10709,Nina Snyder,Male,56,8512,1
10710,Andrew Davenport,Female,54,48273,0
10711,Robert Sharp,Male,52,8498,0
10712,Amber Neal,Female,54,64945,0
10713,John Beck,Male,29,140119,1
10714,Rodney Davis,Male,32,95729,1
10715,Mrs. Michele Charles,Female,31,126991,1
10716,Ashley Mercer,Male,43,32345,1
10717,Kevin Smith,Male,28,29908,1
10718,Stephen Foster,Male,30,61860,1
10719,Jason Haynes,Male,39,119563,0
10720,Shane Bishop,Female,33,95192,0
10721,Matthew Oliver,Male,55,99466,1
10722,Robert Howard,Female,40,145955,1
10723,Barbara Turner,Male,48,39338,1
10724,Corey Montgomery,Male,42,95098,1
10725,Dominique May,Male,52,23660,-1
10726,Sarah Brown,Male,27,10978,0
10727,Devin Mitchell,Male,55,47787,1
10728,Chris Woods,Male,39,123633,1
10729,Charles Beck,Male,30,16938,0
10730,Austin Jimenez,Female,32,88085,1
10731,Christopher Potts,Female,26,95662,0
10732,Diana Haynes,Female,26,126264,1
10733,Katherine Villanueva,Female,20,79973,1
10734,Mark Smith,Female,48,101872,0
10735,Meghan Gentry,Female,29,63817,1
10736,Christian Rose,Female,24,93144,1
10737,Angelica Patton,Male,49,69604,1
10738,Daniel Powell,Female,58,143635,1
10739,Bradley Joyce,Female,21,149929,1
10740,Vickie Leonard,Female,54,96457,1
10741,Michael Mcmillan,Female,39,132798,-1
10742,Nicolas Newman,Male,29,90783,0
10743,Caleb Ellis,Male,48,9647,-1
10744,Brandi Turner,Female,33,143061,-1
10745,Christopher Warren,Female,51,49770,1
10746,Melanie White,Female,26,98306,0
10747,Lance Sherman,Female,26,142468,0
10748,Zachary Skinner,Male,29,141660,0
10749,Melissa Moore,Male,35,110427,1
10750,Kimberly Watson,Male,32,36977,1
10751,Stephanie Fisher,Female,31,28807,1
10752,Shawn Robinson,Female,34,35672,0
10753,Michael Padilla,Female,43,15242,1
10754,Daniel Hopkins,Female,23,73256,1
10755,Paige Carr,Male,55,31001,0
10756,Elizabeth Garcia,Female,38,95989,0
10757,Michelle Fisher,Female,30,17319,0
10758,Lorraine Harvey,Female,57,134639,1
10759,Christopher Lopez,Female,27,130594,-1
10760,Blake Pearson,Male,24,43638,1
10761,Karen David,Male,59,113527,1
10762,Jimmy Gilbert,Male,24,149174,0
10763,Megan Odonnell,Male,40,89755,0
10764,Jennifer Johnson,Male,28,76021,0
10765,Scott Fernandez,Male,35,82897,1
10766,Sean Shepherd,Male,35,104574,1
10767,Keith James,Female,39,148030,0
10768,Charles Gardner,Female,58,112118,1
10769,John Shah,Male,56,56016,0
10770,Robert Patel,Male,44,11111,0
10771,Eric Phillips,Male,33,33656,0
10772,Kevin Francis,Female,58,15060,-1
10773,Jill Hensley,Male,24,103397,0
10774,Dwayne White,Male,29,136410,-1
10775,Curtis Cardenas,Male,46,147635,1
10776,Donald Perez,Female,25,87835,0
10777,John Hodges,Male,46,63772,1
10778,Rhonda Johnson,Female,45,32273,1
10779,William Miller,Female,49,122675,0
10780,Diana Maxwell,Female,56,110396,0
10781,Elizabeth Jones,Male,20,20425,1
10782,Kyle Taylor,Male,39,28415,0
10783,Mary Hurst,Female,56,132453,0
10784,Nicole Pearson,Female,38,141698,0
10785,James Waters,Male,38,54439,0
10786,Brenda Williams,Male,29,133500,1
10787,Leah Carroll,Male,43,48934,0
10788,James Soto,Female,25,27822,0
10789,Cheryl Jones,Female,44,108562,0
10790,James Vaughn,Female,31,142577,0
10791,Brian Armstrong,Male,42,86611,1
10792,Alicia Bennett,Male,50,111367,0
10793,Steven Wilson,Female,48,17093,1
10794,Christopher Silva,Female,53,108173,1
10795,Russell Fuentes,Male,37,126708,0
10796,William Rogers,Male,51,44369,-1
10797,Brooke Kennedy,Male,29,149770,0
10798,Nicole Guerra,Female,43,78832,1
10799,Elizabeth Jackson,Female,56,42932,1
10800,Jacqueline Davis,Male,53,143580,1
10801,Joseph Thomas,Female,57,121490,0
10802,Bruce Clark,Female,20,23311,-1
10803,Troy Moore,Female,43,60540,0
10804,Madison Jacobs,Female,36,69173,1
10805,David Williams,Female,52,48683,1
10806,Kaitlyn Brooks,Female,42,14568,1
10807,Brandon Branch,Female,40,24710,0
10808,Felicia Martin,Male,58,148746,1
10809,Katie Perez,Male,45,59230,1
10810,Roger Coleman,Male,46,95846,0
10811,Catherine Martin,Male,47,19268,1
10812,Carlos Mcdonald,Male,37,125166,0
10813,Anita Allen,Female,25,25986,1
10814,Susan Pierce,Male,35,131437,-1
10815,Aaron Johnson,Female,32,134436,0
10816,Crystal Lynch,Female,25,14164,0
10817,Erin Shelton,Male,38,29769,0
10818,Daniel Scott,Male,20,107587,1
10819,Joy Cain,Female,40,57971,0
10820,Alejandro Atkinson,Male,33,134760,0
10821,David Chavez,Female,29,47062,0
10822,Michael Hale,Female,53,68320,0
10823,Richard Rodriguez,Female,57,21184,1
10824,Julie Barrett,Male,20,30010,-1
10825,Christina Carter,Female,47,27491,0
10826,Jennifer Martinez,Female,58,91065,0
10827,Matthew Patel,Male,50,60138,0
10828,Ashlee Brown,Male,57,78711,0
10829,Karen Fuller,Male,21,121564,0
10830,Anthony Matthews,Female,52,39863,1
10831,Amanda Blackwell,Male,29,85012,0
10832,Hannah White,Male,56,81824,1
10833,James Savage,Male,45,120515,1
10834,Carrie Phillips,Male,40,33458,0
10835,Jonathan Cannon,Male,49,139992,-1
10836,Katherine Henderson,Female,31,14029,1
10837,Chase Martin,Male,20,19529,0
10838,Matthew Miles,Male,24,146986,1
10839,Amanda Wood,Male,45,69325,-1
10840,Christian Beck,Female,55,133090,1
10841,Brittany Moore,Male,40,48691,1
10842,Amanda Moody,Female,53,134395,0
10843,Jennifer Arnold,Male,34,23455,1
10844,Thomas Garza,Female,46,67110,0
10845,Brandon Simpson,Male,59,124259,1
10846,Brittany Whitaker,Male,22,141332,1
10847,Patricia Smith,Male,56,78203,0
10848,Elizabeth Green,Male,49,95998,1
10849,Donald Hall,Female,56,95537,1
10850,Tammy Harper,Female,23,62696,0
10851,Thomas Pierce,Male,53,88436,1
10852,Steven Gross,Male,37,123943,1
10853,Shaun Ross,Female,39,112303,0
10854,Robert Tran,Male,38,98974,1
10855,Michael Gonzales,Female,23,57506,1
10856,Tracey Hughes,Male,53,114798,0
10857,Mary Bowers MD,Male,23,132038,0
10858,Nicholas Thompson,Female,33,61770,0
10859,Anita Curry,Male,46,100267,0
10860,Alexander Schneider,Female,29,90565,1
10861,Lauren Rocha,Male,24,127455,0
10862,Michael Peterson,Male,47,8482,1
10863,Karen Ward,Male,47,105280,1
10864,Laura White,Male,48,38836,1
10865,Peter Miller,Female,20,8406,1
10866,Amanda Brennan,Male,34,59154,0
10867,Christopher Thompson,Female,52,44675,0
10868,Shawn Moore,Male,54,108528,1
10869,Melinda Nunez,Male,58,9816,0
10870,Jeremy Ramos,Male,47,83743,1
10871,Tyler Garcia,Male,31,11918,-1
10872,Tyler Johnson,Female,34,75736,0
10873,Dana Holloway,Female,29,119569,1
10874,Jim Bell,Female,58,99485,0
10875,Kimberly Snyder,Female,58,122523,1
10876,Christy Fox,Female,28,90204,-1
10877,Patrick Erickson,Male,32,62188,1
10878,Maria Williams,Female,24,63238,-1
10879,Kayla Jones,Male,28,42508,0
10880,Tonya Fitzgerald,Male,52,130465,0
10881,Makayla Rice,Female,24,64802,1
10882,Courtney Rice,Male,30,129687,0
10883,Hector Wyatt,Male,48,13860,1
10884,Brenda Silva,Female,39,138937,0
10885,Joshua Castillo,Female,46,61633,1
10886,Mark Mitchell,Female,21,43861,1
10887,Sheila Bishop,Female,53,50215,0
10888,Sarah Doyle,Female,57,148561,0
10889,Bradley Castillo,Female,54,42029,1
10890,Denise Gonzalez MD,Male,46,41710,0
10891,Catherine Cabrera,Male,40,79413,1
10892,Alexis Patterson,Female,52,94425,0
10893,Morgan Robinson,Male,44,78315,0
10894,John Todd MD,Male,47,52412,0
10895,Andrew Martinez,Female,44,50873,0
10896,Vincent Thomas,Female,45,48404,1
10897,John Weber,Male,48,111245,1
10898,Charlotte Alvarez,Female,20,141834,0
10899,Jonathan Rogers,Male,25,73788,0
10900,Kirsten Johnson,Female,49,141614,1
10901,Zachary Martin,Male,42,95801,1
10902,David Grant,Female,55,45550,0
10903,Mark Wilson,Female,51,36987,0
10904,William Donaldson,Male,43,47741,0
10905,Douglas Morton,Male,33,108241,0
10906,Emily Becker,Male,26,48802,0
10907,Sarah Bell,Male,40,95468,1
10908,Jared Allison,Male,30,121831,1
10909,Taylor Williams,Female,34,107566,-1
10910,David Dawson,Male,21,95329,1
10911,Angelica Ferguson,Female,56,55439,0
10912,Kenneth Rose,Female,41,137379,1
10913,Alec Ortiz,Female,28,37875,1
10914,Theresa Shaw,Male,33,149907,0
10915,Michaela Fowler,Male,39,149046,0
10916,Amber Smith,Male,39,43524,0
10917,Andrew Johnson,Female,26,104259,0
10918,Julie Allen,Female,45,113234,0
10919,Dakota Lynch,Male,56,53332,1
10920,Mark Bullock,Female,50,44530,-1
10921,John Rodriguez,Female,39,53031,1
10922,Jason Robbins,Female,39,116741,-1
10923,Ashley Day,Male,40,39138,0
10924,Michael Blair,Female,27,70926,0
10925,Glen Cook,Female,49,113817,-1
10926,Timothy Moore,Male,21,46706,1
10927,Jordan Rice,Male,43,12912,0
10928,Julia Roach,Female,23,49216,1
10929,Lisa Hawkins,Female,31,134621,0
10930,Ryan Sheppard,Female,32,142302,0
10931,James Forbes,Female,55,89453,1
10932,Jeremiah Nunez,Female,20,129796,0
10933,Mia Marks,Male,31,135561,1
10934,Mary Bailey,Female,41,116304,1
10935,Charles Martinez,Male,25,62824,0
10936,Suzanne White,Female,28,107243,1
10937,Michele Baker,Female,47,120082,0
10938,Theodore Turner,Female,25,31210,1
10939,Lindsey Hayden,Male,40,104060,0
10940,Larry Perry,Female,38,130138,1
10941,Kelly Cameron,Male,22,87863,0
10942,Diana Moore,Female,55,122740,0
10943,Melissa Brown,Male,44,118640,0
10944,Donald Evans,Male,45,126454,0
10945,Ashley Obrien,Male,41,103689,0
10946,Maurice Barton,Female,56,80306,0
10947,Danielle Burke,Female,54,8599,0
10948,Tara Boone,Female,48,86692,1
10949,Tara Dixon,Male,31,32728,1
10950,April Mendez,Female,45,87892,0
10951,Keith Morris,Female,22,45418,1
10952,Jason Simpson,Male,49,86984,0
10953,Anthony Austin,Male,21,88276,1
10954,Ashley Mcmillan,Male,34,107350,0
10955,Bobby West,Male,31,57375,0
10956,Angela Lewis,Female,31,120491,1
10957,Gregory Shepard,Male,26,104504,1
10958,Wanda Butler,Male,25,137259,0
10959,Scott Hood,Female,48,12042,0
10960,Amanda Thomas,Female,53,20652,1
10961,David Allen,Male,31,23613,1
10962,Ashley Brown,Female,50,64173,1
10963,James Rogers,Female,42,103442,1
10964,Russell Dixon,Male,23,48801,1
10965,Frank Flores,Male,56,92777,0
10966,Brian Dixon,Male,27,42304,1
10967,Crystal Drake,Male,25,138569,1
10968,Randy Lara,Male,26,94999,1
10969,Kenneth Bishop,Female,24,107426,0
10970,Lisa Nunez,Female,50,126247,0
10971,Jasmine Burnett,Female,52,11932,0
10972,Douglas Dawson,Male,48,13802,0
10973,Heather Brown,Female,25,148110,1
10974,Benjamin Brown,Female,28,148804,1
10975,Beth Smith,Female,38,34057,1
10976,Heidi Larson,Male,29,42010,1
10977,Marcus Collins,Male,20,111700,1
10978,Michael Miller,Male,50,68253,1
10979,Philip Ramos,Male,34,141212,1
10980,Tara Cruz,Female,42,11735,0
10981,Kristen Bailey,Male,49,75413,0
10982,Frank Bush,Male,41,19345,0
10983,Ashley Martin,Female,43,44907,0
10984,Mrs. Carla Kim PhD,Male,44,22861,0
10985,Alexis Taylor,Female,21,98943,0
10986,Daisy Lee,Male,27,25892,0
10987,Amber Brandt,Female,26,128998,1
10988,Catherine Knight,Male,41,17812,0
10989,Noah Ryan,Female,21,144753,1
10990,Charlotte Smith,Male,24,146630,1
10991,Crystal Bryant,Male,39,41846,1
10992,Austin Mcgee,Male,52,75297,1
10993,James Higgins,Female,47,19002,1
10994,Lori Rodriguez,Male,25,36568,1
10995,Tiffany Simmons,Female,48,44089,0
10996,Amy Houston,Male,46,126448,1
10997,Lori Mckenzie,Male,32,109806,0
10998,Nicole Chandler,Male,37,28026,0
10999,Susan Middleton,Female,45,60178,0
11000,April Jones,Male,52,11094,0
